// General information: 
//  MT Manager version: 2020.5.0 
//  XDA version: 2020.5.0 build 5678 rev 108182 built on 2021-02-04
// Device information: 
//  DeviceId: 00B41E96
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3]
08632,8.894949,-0.962644,3.985236,0.013687,-0.047795,-0.018483,-0.032790,0.005310,0.010610,0.406752,-0.369733,-0.773560,0.088951,-0.009615,0.039852,1.000000,-0.000164,0.000027,0.000053,0.999985,0.002118,0.001586,-0.004833,0.241871,0.182906,-0.553450,0.999948,-0.009659,-0.003192,0.009673,0.999944,0.004221,0.003151,-0.004252,0.999986
08633,8.902326,-0.986772,3.978786,0.017905,-0.070727,-0.012149,-0.025568,0.005393,0.006506,0.406092,-0.367084,-0.771108,0.089025,-0.009860,0.039787,1.000000,-0.000128,0.000027,0.000033,0.999984,0.002028,0.001624,-0.004938,0.231456,0.187207,-0.565528,0.999946,-0.009870,-0.003267,0.009883,0.999943,0.004040,0.003227,-0.004072,0.999987
08634,8.880550,-0.939005,3.969112,0.028402,-0.024850,-0.040363,-0.027651,0.003813,0.001586,0.405312,-0.371119,-0.770482,0.088806,-0.009384,0.039691,1.000000,-0.000138,0.000019,0.000008,0.999984,0.001950,0.001644,-0.005050,0.222499,0.189564,-0.578378,0.999944,-0.010094,-0.003309,0.010107,0.999941,0.003883,0.003269,-0.003917,0.999987
08635,8.885835,-1.003048,4.006241,-0.015853,-0.076725,-0.014320,-0.023156,0.002880,0.000678,0.408448,-0.365698,-0.772189,0.088859,-0.010026,0.040062,1.000000,-0.000116,0.000014,0.000003,0.999984,0.001886,0.001662,-0.005154,0.215130,0.191608,-0.590282,0.999941,-0.010302,-0.003344,0.010315,0.999940,0.003755,0.003305,-0.003789,0.999987
08636,8.922676,-0.964125,4.004659,0.010014,-0.038133,0.014796,-0.022084,0.002947,0.005790,0.404396,-0.371119,-0.772479,0.089228,-0.009634,0.040046,1.000000,-0.000110,0.000015,0.000029,0.999983,0.001800,0.001684,-0.005232,0.205281,0.194027,-0.599210,0.999940,-0.010458,-0.003386,0.010470,0.999939,0.003583,0.003349,-0.003618,0.999988
08637,8.923966,-0.982809,3.974956,0.033017,-0.061893,0.005583,-0.022111,0.003674,0.003142,0.405523,-0.371632,-0.775145,0.089241,-0.009822,0.039749,1.000000,-0.000111,0.000018,0.000016,0.999983,0.001727,0.001708,-0.005328,0.196887,0.196801,-0.610241,0.999937,-0.010650,-0.003435,0.010662,0.999937,0.003436,0.003398,-0.003473,0.999988
08638,8.959854,-1.002064,3.987689,0.033378,-0.076359,0.045194,-0.019764,0.010238,0.005404,0.405973,-0.373769,-0.772934,0.089601,-0.010014,0.039873,1.000000,-0.000099,0.000051,0.000027,0.999982,0.001656,0.001765,-0.005400,0.188676,0.203226,-0.618445,0.999935,-0.010794,-0.003547,0.010805,0.999936,0.003293,0.003511,-0.003331,0.999988
08639,8.906993,-0.998920,4.003507,-0.000776,-0.067951,0.003413,-0.014981,0.013560,0.004481,0.404810,-0.369220,-0.772669,0.089073,-0.009984,0.040030,1.000000,-0.000075,0.000068,0.000022,0.999982,0.001607,0.001837,-0.005460,0.183000,0.211494,-0.625379,0.999934,-0.010915,-0.003691,0.010926,0.999935,0.003194,0.003656,-0.003234,0.999988
08640,8.944930,-0.977208,3.973076,0.048044,-0.053443,0.023312,-0.011476,0.010383,0.006407,0.405727,-0.369220,-0.770672,0.089452,-0.009767,0.039727,1.000000,-0.000057,0.000052,0.000032,0.999982,0.001549,0.001895,-0.005492,0.176295,0.218118,-0.629042,0.999932,-0.010979,-0.003807,0.010990,0.999935,0.003077,0.003773,-0.003119,0.999988
08641,8.885781,-0.969001,3.966037,0.032697,-0.045876,-0.034019,-0.014716,0.018547,0.001822,0.404396,-0.371119,-0.772479,0.088862,-0.009686,0.039653,1.000000,-0.000074,0.000093,0.000009,0.999981,0.001515,0.001989,-0.005560,0.172368,0.228843,-0.636792,0.999930,-0.011114,-0.003994,0.011126,0.999934,0.003008,0.003960,-0.003053,0.999987
08642,8.840471,-0.987659,3.975513,0.002676,-0.060596,-0.069463,-0.018799,0.013213,-0.000078,0.406541,-0.369220,-0.768897,0.088407,-0.009873,0.039750,1.000000,-0.000094,0.000066,-0.000000,0.999981,0.001473,0.002053,-0.005640,0.167517,0.236191,-0.645933,0.999928,-0.011273,-0.004122,0.011285,0.999932,0.002924,0.004089,-0.002970,0.999987
08643,8.876211,-1.005950,3.988798,0.003074,-0.075136,-0.029850,-0.005353,0.011126,-0.005459,0.402402,-0.370843,-0.771564,0.088764,-0.010061,0.039883,1.000000,-0.000027,0.000056,-0.000027,0.999981,0.001485,0.002102,-0.005675,0.168822,0.241852,-0.649917,0.999927,-0.011343,-0.004221,0.011355,0.999931,0.002946,0.004187,-0.002994,0.999987
08644,8.876653,-0.947385,3.975833,0.028573,-0.021739,-0.040356,-0.009173,0.010776,-0.010020,0.410179,-0.365698,-0.768417,0.088768,-0.009476,0.039754,1.000000,-0.000046,0.000054,-0.000050,0.999980,0.001505,0.002143,-0.005730,0.171019,0.246503,-0.656226,0.999925,-0.011453,-0.004302,0.011466,0.999930,0.002985,0.004268,-0.003034,0.999986
08645,8.854008,-0.955657,3.980793,0.013614,-0.028978,-0.058077,-0.007461,0.010277,-0.013030,0.406506,-0.365185,-0.771298,0.088542,-0.009561,0.039804,1.000000,-0.000037,0.000051,-0.000065,0.999980,0.001543,0.002180,-0.005792,0.175346,0.250784,-0.663314,0.999923,-0.011577,-0.004377,0.011590,0.999928,0.003060,0.004341,-0.003111,0.999986
08646,8.846153,-0.932566,3.988079,0.009457,-0.005437,-0.064418,-0.006012,0.004793,-0.013381,0.406272,-0.363105,-0.773609,0.088462,-0.009330,0.039879,1.000000,-0.000030,0.000024,-0.000067,0.999979,0.001577,0.002187,-0.005837,0.179278,0.251650,-0.668435,0.999922,-0.011666,-0.004392,0.011680,0.999927,0.003129,0.004355,-0.003180,0.999985
08647,8.850852,-0.919089,4.041183,-0.032287,0.019938,-0.039662,-0.006301,0.000535,-0.013370,0.406272,-0.363105,-0.773609,0.088508,-0.009196,0.040412,1.000000,-0.000032,0.000003,-0.000067,0.999979,0.001603,0.002174,-0.005894,0.182208,0.250239,-0.674972,0.999921,-0.011780,-0.004367,0.011794,0.999925,0.003180,0.004330,-0.003231,0.999985
08648,8.844750,-0.913583,4.018041,-0.013488,0.019389,-0.055212,-0.010765,0.000746,-0.009810,0.403539,-0.364158,-0.767519,0.088447,-0.009138,0.040181,1.000000,-0.000054,0.000004,-0.000049,0.999979,0.001607,0.002166,-0.005951,0.182697,0.249333,-0.681519,0.999920,-0.011894,-0.004352,0.011908,0.999924,0.003189,0.004313,-0.003240,0.999985
08649,8.864950,-0.945031,4.057362,-0.046930,-0.001654,-0.017770,-0.008276,-0.003951,-0.007701,0.406752,-0.369733,-0.773560,0.088648,-0.009452,0.040576,1.000000,-0.000041,-0.000020,-0.000039,0.999978,0.001599,0.002138,-0.006000,0.181790,0.246111,-0.687157,0.999919,-0.011993,-0.004295,0.012006,0.999923,0.003173,0.004257,-0.003224,0.999986
08650,8.887560,-0.935252,4.052839,-0.031923,0.006215,-0.000049,-0.004877,-0.004219,-0.016369,0.411072,-0.364132,-0.773393,0.088874,-0.009359,0.040530,1.000000,-0.000024,-0.000021,-0.000082,0.999978,0.001639,0.002098,-0.006041,0.186411,0.241556,-0.691897,0.999918,-0.012075,-0.004216,0.012089,0.999922,0.003253,0.004176,-0.003304,0.999986
08651,8.911694,-0.942399,4.018558,0.006105,-0.009985,0.008467,-0.008004,-0.002772,-0.017055,0.405312,-0.371119,-0.770482,0.089116,-0.009430,0.040187,1.000000,-0.000040,-0.000014,-0.000085,0.999978,0.001677,0.002067,-0.006115,0.190685,0.238082,-0.700304,0.999917,-0.012222,-0.004155,0.012236,0.999920,0.003328,0.004114,-0.003379,0.999986
08652,8.851888,-0.914938,4.039856,-0.032230,0.021690,-0.039666,-0.004185,-0.002422,-0.012494,0.408170,-0.371632,-0.769376,0.088518,-0.009154,0.040400,1.000000,-0.000021,-0.000012,-0.000062,0.999978,0.001703,0.002041,-0.006146,0.193733,0.235043,-0.703878,0.999916,-0.012285,-0.004102,0.012298,0.999919,0.003381,0.004060,-0.003431,0.999986
08653,8.860717,-0.878292,4.018619,-0.002518,0.051771,-0.043843,-0.010239,-0.012247,-0.008729,0.406330,-0.368707,-0.764234,0.088604,-0.008785,0.040192,1.000000,-0.000051,-0.000061,-0.000044,0.999977,0.001695,0.001974,-0.006199,0.192869,0.227413,-0.709937,0.999915,-0.012390,-0.003969,0.012404,0.999917,0.003366,0.003927,-0.003415,0.999986
08654,8.882969,-0.927241,4.026939,-0.013004,0.006581,-0.015599,-0.010499,-0.017232,-0.006071,0.400293,-0.364215,-0.775163,0.088826,-0.009273,0.040278,1.000000,-0.000052,-0.000086,-0.000030,0.999977,0.001664,0.001883,-0.006238,0.189352,0.216986,-0.714506,0.999915,-0.012470,-0.003787,0.012483,0.999917,0.003305,0.003746,-0.003352,0.999987
08655,8.871325,-0.917554,3.979054,0.024587,0.005137,-0.046698,-0.011861,-0.017740,-0.004471,0.402869,-0.368707,-0.771778,0.088710,-0.009175,0.039799,1.000000,-0.000059,-0.000089,-0.000022,0.999977,0.001623,0.001791,-0.006285,0.184700,0.206435,-0.719857,0.999915,-0.012563,-0.003603,0.012575,0.999916,0.003224,0.003562,-0.003269,0.999988
08656,8.849696,-0.926762,3.981566,0.009577,-0.002067,-0.064417,-0.012558,-0.015726,-0.001645,0.402658,-0.368193,-0.767115,0.088494,-0.009266,0.039823,1.000000,-0.000063,-0.000079,-0.000008,0.999977,0.001570,0.001713,-0.006325,0.178634,0.197440,-0.724547,0.999914,-0.012645,-0.003446,0.012656,0.999915,0.003118,0.003406,-0.003161,0.999989
08657,8.946685,-0.971346,3.970563,0.048270,-0.047900,0.023339,-0.007341,-0.019402,-0.002735,0.406338,-0.371632,-0.773370,0.089463,-0.009713,0.039715,1.000000,-0.000037,-0.000097,-0.000014,0.999977,0.001531,0.001615,-0.006344,0.174290,0.186194,-0.726736,0.999914,-0.012684,-0.003250,0.012693,0.999915,0.003042,0.003211,-0.003083,0.999990
08658,8.962100,-0.940143,3.971381,0.059118,-0.016817,0.034708,-0.004588,-0.019111,-0.003284,0.399646,-0.370330,-0.772448,0.089617,-0.009402,0.039723,1.000000,-0.000023,-0.000096,-0.000016,0.999978,0.001498,0.001518,-0.006351,0.170561,0.175081,-0.727472,0.999915,-0.012696,-0.003056,0.012705,0.999915,0.002977,0.003018,-0.003015,0.999991
08659,8.962777,-0.939958,3.969896,0.059084,-0.016564,0.034708,-0.006067,-0.012898,-0.005576,0.408950,-0.367597,-0.770002,0.089625,-0.009401,0.039705,1.000000,-0.000030,-0.000064,-0.000028,0.999978,0.001483,0.001447,-0.006372,0.168892,0.166946,-0.729972,0.999915,-0.012740,-0.002914,0.012749,0.999914,0.002948,0.002876,-0.002985,0.999991
08660,8.970924,-0.961758,3.962256,0.063245,-0.039428,0.041062,-0.002017,-0.006835,-0.006323,0.405727,-0.369220,-0.770672,0.089708,-0.009620,0.039626,1.000000,-0.000010,-0.000034,-0.000032,0.999978,0.001482,0.001407,-0.006379,0.168810,0.162265,-0.730741,0.999915,-0.012753,-0.002832,0.012762,0.999914,0.002946,0.002794,-0.002982,0.999992
08661,8.949525,-0.912148,3.952190,0.073813,0.006369,0.012806,-0.002080,-0.001572,-0.004921,0.403115,-0.373256,-0.774040,0.089495,-0.009123,0.039523,1.000000,-0.000010,-0.000008,-0.000025,0.999977,0.001484,0.001398,-0.006397,0.168990,0.161241,-0.732785,0.999914,-0.012789,-0.002814,0.012797,0.999914,0.002949,0.002776,-0.002985,0.999992
08662,8.903463,-0.912601,3.990184,0.020833,0.015706,-0.013433,-0.002779,0.000439,-0.002096,0.404361,-0.367084,-0.774880,0.089035,-0.009126,0.039902,1.000000,-0.000014,0.000002,-0.000010,0.999977,0.001470,0.001397,-0.006402,0.167472,0.161179,-0.733361,0.999914,-0.012799,-0.002813,0.012807,0.999914,0.002923,0.002775,-0.002959,0.999992
08663,8.949498,-0.911827,3.952326,0.073782,0.006990,0.012806,-0.003883,0.004916,-0.003154,0.400425,-0.366294,-0.773075,0.089496,-0.009119,0.039521,1.000000,-0.000019,0.000025,-0.000016,0.999977,0.001467,0.001416,-0.006420,0.167095,0.163309,-0.735470,0.999914,-0.012836,-0.002850,0.012844,0.999913,0.002916,0.002813,-0.002953,0.999992
08664,8.947906,-0.894428,3.982413,0.050816,0.031416,0.021999,-0.005907,0.001884,-0.002780,0.409154,-0.365185,-0.765529,0.089479,-0.008944,0.039824,1.000000,-0.000030,0.000009,-0.000014,0.999977,0.001452,0.001422,-0.006442,0.165346,0.163966,-0.737912,0.999913,-0.012879,-0.002862,0.012887,0.999913,0.002886,0.002824,-0.002922,0.999992
08665,8.947719,-0.894510,3.982815,0.050859,0.031738,0.021998,-0.009099,0.008592,-0.002061,0.405523,-0.371632,-0.775145,0.089479,-0.008944,0.039825,1.000000,-0.000045,0.000043,-0.000010,0.999977,0.001435,0.001463,-0.006487,0.163368,0.168724,-0.743148,0.999912,-0.012970,-0.002945,0.012978,0.999912,0.002851,0.002908,-0.002889,0.999992
08666,9.001116,-0.916336,3.938928,0.108001,-0.000117,0.054595,-0.010523,0.013345,0.000942,0.406092,-0.367084,-0.771108,0.090014,-0.009161,0.039384,1.000000,-0.000053,0.000067,0.000005,0.999977,0.001406,0.001529,-0.006527,0.160019,0.176270,-0.747751,0.999910,-0.013050,-0.003076,0.013059,0.999911,0.002793,0.003040,-0.002833,0.999991
08667,8.931993,-0.926562,3.982500,0.040037,0.001608,0.010638,-0.009573,0.020125,0.002160,0.404361,-0.367084,-0.774880,0.089324,-0.009263,0.039816,1.000000,-0.000048,0.000101,0.000011,0.999976,0.001385,0.001631,-0.006572,0.157429,0.187898,-0.752837,0.999908,-0.013139,-0.003279,0.013148,0.999910,0.002748,0.003243,-0.002791,0.999991
08668,8.951936,-0.900782,4.010069,0.032077,0.033582,0.037544,-0.014465,0.023529,-0.000805,0.403049,-0.364728,-0.774279,0.089524,-0.009005,0.040091,1.000000,-0.000072,0.000118,-0.000004,0.999976,0.001366,0.001744,-0.006639,0.155250,0.200891,-0.760452,0.999906,-0.013272,-0.003506,0.013281,0.999908,0.002710,0.003470,-0.002756,0.999990
08669,8.966446,-0.945615,3.998526,0.040355,-0.012449,0.050262,-0.018253,0.022456,-0.002713,0.409130,-0.363618,-0.772502,0.089669,-0.009454,0.039976,1.000000,-0.000091,0.000112,-0.000014,0.999975,0.001346,0.001847,-0.006732,0.152812,0.212739,-0.771170,0.999903,-0.013459,-0.003713,0.013469,0.999906,0.002667,0.003677,-0.002717,0.999990
08670,8.959261,-0.941128,3.977548,0.059156,-0.012997,0.034713,-0.014200,0.028523,-0.003453,0.404120,-0.362078,-0.768054,0.089598,-0.009410,0.039763,1.000000,-0.000071,0.000143,-0.000017,0.999974,0.001346,0.001982,-0.006805,0.152638,0.228161,-0.779536,0.999900,-0.013605,-0.003982,0.013616,0.999904,0.002664,0.003946,-0.002718,0.999989
08671,8.980227,-0.932339,3.976470,0.074206,-0.005058,0.052428,-0.014723,0.041523,-0.004515,0.403370,-0.370606,-0.769591,0.089810,-0.009322,0.039747,1.000000,-0.000074,0.000208,-0.000023,0.999973,0.001360,0.002181,-0.006902,0.154156,0.250943,-0.790550,0.999895,-0.013797,-0.004380,0.013809,0.999901,0.002690,0.004342,-0.002751,0.999987
08672,8.917827,-0.964511,4.015353,0.010384,-0.026490,0.014834,-0.016081,0.041019,-0.002912,0.409836,-0.363105,-0.765842,0.089186,-0.009643,0.040136,1.000000,-0.000080,0.000205,-0.000015,0.999972,0.001367,0.002376,-0.006988,0.154766,0.273404,-0.800447,0.999891,-0.013970,-0.004772,0.013983,0.999899,0.002701,0.004734,-0.002768,0.999985
08673,8.902286,-0.937758,4.002569,0.025079,-0.003903,-0.007077,-0.012311,0.042832,-0.003639,0.409545,-0.361719,-0.772693,0.089031,-0.009377,0.040007,1.000000,-0.000062,0.000214,-0.000018,0.999971,0.001390,0.002583,-0.007067,0.157220,0.297128,-0.809405,0.999887,-0.014126,-0.005186,0.014140,0.999896,0.002744,0.005147,-0.002817,0.999983
08674,8.900493,-0.938165,4.006458,0.025078,-0.003566,-0.007077,-0.008181,0.046710,0.003569,0.408920,-0.363105,-0.767839,0.089014,-0.009378,0.040044,1.000000,-0.000041,0.000234,0.000018,0.999970,0.001391,0.002814,-0.007107,0.157149,0.323613,-0.813989,0.999883,-0.014206,-0.005648,0.014222,0.999895,0.002743,0.005609,-0.002823,0.999980
08675,8.876262,-0.947901,4.014549,0.010132,-0.010725,-0.024791,-0.010926,0.046427,0.004124,0.409610,-0.370247,-0.772454,0.088772,-0.009475,0.040125,1.000000,-0.000055,0.000232,0.000021,0.999969,0.001381,0.003048,-0.007174,0.155731,0.350371,-0.821594,0.999878,-0.014339,-0.006115,0.014356,0.999893,0.002718,0.006075,-0.002805,0.999978
08676,8.872787,-0.931347,4.048383,-0.012837,0.013697,-0.015606,-0.002270,0.044833,0.006367,0.413072,-0.370247,-0.764910,0.088737,-0.009310,0.040464,1.000000,-0.000011,0.000224,0.000032,0.999968,0.001380,0.003273,-0.007181,0.155447,0.376175,-0.822347,0.999875,-0.014352,-0.006565,0.014370,0.999893,0.002713,0.006526,-0.002807,0.999975
08677,8.866420,-0.944458,3.999293,0.029046,-0.011064,-0.040339,-0.001892,0.043101,0.007605,0.409901,-0.371632,-0.765603,0.088673,-0.009441,0.039974,1.000000,-0.000009,0.000216,0.000038,0.999967,0.001379,0.003497,-0.007193,0.155110,0.401850,-0.823695,0.999872,-0.014375,-0.007014,0.014395,0.999893,0.002707,0.006974,-0.002808,0.999972
08678,8.826825,-0.909928,4.020533,0.005702,0.028109,-0.070784,0.000886,0.042665,0.009711,0.405516,-0.368707,-0.766009,0.088277,-0.009095,0.040186,1.000000,0.000004,0.000213,0.000049,0.999966,0.001367,0.003716,-0.007177,0.153642,0.426887,-0.821909,0.999869,-0.014344,-0.007451,0.014364,0.999893,0.002681,0.007411,-0.002788,0.999969
08679,8.831235,-0.915447,4.047237,-0.013050,0.029189,-0.055236,0.000930,0.038133,0.005657,0.414564,-0.368624,-0.768012,0.088320,-0.009152,0.040455,1.000000,0.000005,0.000191,0.000028,0.999966,0.001376,0.003910,-0.007169,0.154514,0.449164,-0.820918,0.999867,-0.014327,-0.007839,0.014348,0.999893,0.002697,0.007800,-0.002809,0.999966
08680,8.808160,-0.866650,4.040736,-0.002589,0.075027,-0.083521,0.004779,0.033942,0.006166,0.407669,-0.369733,-0.771563,0.088089,-0.008665,0.040392,1.000000,0.000024,0.000170,0.000031,0.999965,0.001379,0.004082,-0.007139,0.154724,0.468863,-0.817455,0.999865,-0.014266,-0.008183,0.014289,0.999894,0.002700,0.008144,-0.002817,0.999963
08681,8.820707,-0.894111,4.059850,-0.017161,0.052974,-0.061606,-0.005835,0.027242,0.002871,0.408950,-0.367597,-0.770002,0.088213,-0.008939,0.040587,1.000000,-0.000029,0.000136,0.000014,0.999964,0.001371,0.004221,-0.007170,0.153655,0.484761,-0.820943,0.999862,-0.014327,-0.008461,0.014350,0.999893,0.002682,0.008421,-0.002803,0.999961
08682,8.819582,-0.894797,4.062144,-0.017163,0.053306,-0.061608,-0.008566,0.026223,0.006063,0.414063,-0.366725,-0.770199,0.088201,-0.008944,0.040610,1.000000,-0.000043,0.000131,0.000030,0.999964,0.001338,0.004355,-0.007197,0.149736,0.500163,-0.824036,0.999858,-0.014381,-0.008729,0.014404,0.999893,0.002613,0.008691,-0.002739,0.999958
08683,8.796322,-0.904594,4.067924,-0.032120,0.046047,-0.079320,-0.019863,0.017730,-0.001116,0.411095,-0.365698,-0.766420,0.087967,-0.009042,0.040672,1.000000,-0.000099,0.000089,-0.000006,0.999963,0.001305,0.004443,-0.007296,0.145832,0.510185,-0.835445,0.999854,-0.014580,-0.008904,0.014603,0.999890,0.002545,0.008866,-0.002675,0.999957
08684,8.824144,-0.901108,4.088247,-0.035916,0.054830,-0.046062,-0.021189,0.012682,-0.003582,0.408033,-0.367597,-0.771999,0.088244,-0.009008,0.040878,1.000000,-0.000106,0.000063,-0.000018,0.999962,0.001273,0.004500,-0.007394,0.142059,0.516773,-0.846621,0.999850,-0.014775,-0.009019,0.014798,0.999887,0.002479,0.008982,-0.002612,0.999956
08685,8.833095,-0.941058,4.052544,-0.008765,0.007849,-0.048870,-0.026357,0.011833,-0.006553,0.408033,-0.367597,-0.771999,0.088333,-0.009408,0.040521,1.000000,-0.000132,0.000059,-0.000033,0.999961,0.001244,0.004551,-0.007526,0.138610,0.522553,-0.861836,0.999845,-0.015041,-0.009120,0.015063,0.999884,0.002419,0.009083,-0.002556,0.999955
08686,8.838774,-0.946358,4.076436,-0.027566,0.009071,-0.033321,-0.027388,0.011052,-0.009016,0.407704,-0.373769,-0.769162,0.088390,-0.009462,0.040761,1.000000,-0.000137,0.000055,-0.000045,0.999959,0.001221,0.004594,-0.007662,0.135867,0.527514,-0.877416,0.999840,-0.015313,-0.009207,0.015335,0.999880,0.002371,0.009169,-0.002512,0.999955
08687,8.779203,-0.995673,4.082144,-0.068454,-0.036595,-0.080080,-0.024945,0.007813,-0.012206,0.409130,-0.363618,-0.772502,0.087793,-0.009957,0.040819,1.000000,-0.000125,0.000039,-0.000061,0.999958,0.001219,0.004616,-0.007791,0.135579,0.529991,-0.892151,0.999836,-0.015570,-0.009250,0.015592,0.999876,0.002366,0.009212,-0.002510,0.999954
08688,8.793801,-0.964227,4.084990,-0.057621,-0.005504,-0.068742,-0.029349,-0.000318,-0.019425,0.411808,-0.368110,-0.768896,0.087937,-0.009645,0.040851,1.000000,-0.000147,-0.000002,-0.000097,0.999957,0.001225,0.004591,-0.007951,0.136228,0.527232,-0.910554,0.999831,-0.015891,-0.009202,0.015913,0.999871,0.002378,0.009163,-0.002524,0.999955
